ensembl_id,most_likely_path,max_PP,gene_symbol
ENSG00000080345,Down-Up-Down,0.6524,RIF1
ENSG00000085224,Down-Up-Down,0.5378,ATRX
ENSG00000086598,Down-Up-Down,0.5,TMED2
ENSG00000086619,Down-Up-Down,0.5242,ERO1B
ENSG00000088448,Up-Up-Down,0.6118,ANKRD10
ENSG00000089048,Down-Up-Down,0.5553,ESF1
ENSG00000089682,Down-Up-Down,0.5541,RBM41
ENSG00000090006,Up-Down-Down,0.6037,LTBP4
ENSG00000090013,Up-Down-Down,0.5637,BLVRB
ENSG00000091009,Down-Up-Down,0.5405,RBM27
ENSG00000092140,Down-Up-Down,0.5738,G2E3
ENSG00000092969,Down-Up-Down,0.5148,TGFB2
ENSG00000096063,Down-Up-Down,0.5,SRPK1
ENSG00000099326,Up-Down-Down,0.5451,MZF1
ENSG00000099624,Up-Down-Down,0.6369,ATP5F1D
ENSG00000099795,Up-Down-Down,0.5988,NDUFB7
ENSG00000099814,Up-Down-Down,0.5527,CEP170B
ENSG00000099860,Up-Up-Down,0.5144,GADD45B
ENSG00000099904,Up-Down-Down,0.5447,ZDHHC8
ENSG00000100442,Down-Up-Down,0.5381,FKBP3
ENSG00000100714,Down-Down-Up,0.5017,MTHFD1
ENSG00000100726,Up-Down-Down,0.569,TELO2
ENSG00000100815,Down-Up-Down,0.6284,TRIP11
ENSG00000100852,Down-Up-Down,0.7854,ARHGAP5
ENSG00000100941,Up-Up-Down,0.502,PNN
ENSG00000101057,Down-Down-Up,0.5696,MYBL2
ENSG00000101104,Up-Down-Down,0.5163,PABPC1L
ENSG00000101194,Up-Up-Down,0.5706,SLC17A9
ENSG00000101347,Down-Down-Up,0.5077,SAMHD1
ENSG00000101745,Down-Up-Down,0.7178,ANKRD12
ENSG00000101868,Down-Down-Up,0.7128,POLA1
ENSG00000101928,Down-Up-Down,0.519,MOSPD1
ENSG00000102189,Down-Up-Down,0.7163,EEA1
ENSG00000102287,Up-Up-Down,0.5606,GABRE
ENSG00000102384,Down-Down-Up,0.6404,CENPI
ENSG00000102580,Down-Up-Down,0.7167,DNAJC3
ENSG00000103326,Up-Down-Down,0.726,CAPN15
ENSG00000103888,Down-Down-Up,0.5712,CEMIP
ENSG00000104343,Down-Up-Down,0.5523,UBE2W
ENSG00000104497,Down-Up-Down,0.5579,SNX16
ENSG00000104881,Up-Down-Down,0.5339,PPP1R13L
ENSG00000105011,Down-Down-Up,0.7487,ASF1B
ENSG00000105245,Up-Down-Down,0.5302,NUMBL
ENSG00000105298,Up-Down-Down,0.5637,CACTIN
ENSG00000105810,Down-Up-Down,0.5274,CDK6
ENSG00000105821,Up-Up-Down,0.5815,DNAJC2
ENSG00000105829,Down-Up-Down,0.568,BET1
ENSG00000105835,Down-Up-Down,0.509,NAMPT
ENSG00000106541,Down-Up-Down,0.5501,AGR2
ENSG00000106588,Down-Up-Down,0.5575,PSMA2
ENSG00000107331,Up-Down-Down,0.5098,ABCA2
ENSG00000107404,Up-Down-Down,0.6252,DVL1
ENSG00000107984,Up-Up-Down,0.531,DKK1
ENSG00000108061,Down-Up-Down,0.5447,SHOC2
ENSG00000108106,Up-Down-Down,0.5217,UBE2S
ENSG00000109736,Up-Down-Down,0.5081,MFSD10
ENSG00000109814,Down-Up-Down,0.5271,UGDH
ENSG00000109920,Up-Up-Down,0.6673,FNBP4
ENSG00000110330,Down-Up-Down,0.5689,BIRC2
ENSG00000110717,Up-Down-Down,0.5222,NDUFS8
ENSG00000110719,Up-Down-Down,0.6558,TCIRG1
ENSG00000111674,Up-Down-Up,0.5,ENO2
ENSG00000111711,Down-Up-Down,0.5787,GOLT1B
ENSG00000111790,Down-Up-Down,0.5184,FGFR1OP2
ENSG00000111860,Down-Up-Down,0.5117,CEP85L
ENSG00000111885,Down-Up-Down,0.5027,MAN1A1
ENSG00000112118,Down-Down-Up,0.5,MCM3
ENSG00000113742,Down-Up-Down,0.5011,CPEB4
ENSG00000113916,Up-Up-Down,0.6223,BCL6
ENSG00000114796,Up-Up-Down,0.5458,KLHL24
ENSG00000114812,Up-Down-Up,0.588,VIPR1
ENSG00000114857,Up-Up-Down,0.6006,NKTR
ENSG00000115286,Up-Down-Down,0.6467,NDUFS7
ENSG00000115355,Down-Up-Down,0.7997,CCDC88A
ENSG00000115419,Down-Up-Down,0.502,GLS
ENSG00000116667,Down-Down-Up,0.5018,C1orf21
ENSG00000116747,Down-Up-Down,0.6322,TROVE2
ENSG00000117151,Down-Up-Down,0.552,CTBS
ENSG00000117500,Down-Up-Down,0.5187,TMED5
ENSG00000117525,Up-Up-Down,0.5,F3
ENSG00000117616,Up-Up-Down,0.8043,RSRP1
ENSG00000118193,Down-Up-Down,0.5167,KIF14
ENSG00000118454,Down-Up-Down,0.5676,ANKRD13C
ENSG00000118564,Down-Up-Down,0.5188,FBXL5
ENSG00000118596,Down-Up-Down,0.6117,SLC16A7
ENSG00000119900,Down-Up-Down,0.5073,OGFRL1
ENSG00000120129,Down-Up-Down,0.5361,DUSP1
ENSG00000120686,Down-Up-Down,0.5394,UFM1
ENSG00000120742,Down-Up-Down,0.5027,SERP1
ENSG00000121152,Down-Down-Up,0.6342,NCAPH
ENSG00000121931,Down-Up-Down,0.5251,LRIF1
ENSG00000122042,Down-Up-Down,0.5903,UBL3
ENSG00000122417,Down-Up-Down,0.6888,ODF2L
ENSG00000122482,Down-Up-Down,0.5355,ZNF644
ENSG00000122643,Down-Up-Down,0.6045,NT5C3A
ENSG00000123689,Up-Down-Down,0.5199,G0S2
ENSG00000123843,Up-Up-Down,0.5344,C4BPB
ENSG00000123989,Up-Down-Down,0.5268,CHPF
ENSG00000124783,Down-Up-Down,0.5,SSR1
ENSG00000125901,Up-Down-Down,0.5238,MRPS26
ENSG00000126777,Down-Up-Down,0.7756,KTN1
ENSG00000127419,Up-Down-Down,0.5796,TMEM175
ENSG00000127586,Up-Down-Down,0.6976,CHTF18
ENSG00000127914,Down-Up-Down,0.6378,AKAP9
ENSG00000128590,Down-Up-Down,0.919,DNAJB9
ENSG00000128609,Down-Up-Down,0.5559,NDUFA5
ENSG00000128923,Down-Up-Down,0.6381,MINDY2
ENSG00000129128,Down-Up-Down,0.9598,SPCS3
ENSG00000129317,Down-Up-Down,0.5414,PUS7L
ENSG00000129932,Up-Down-Down,0.5461,DOHH
ENSG00000130066,Up-Up-Down,0.7719,SAT1
ENSG00000130332,Up-Down-Down,0.6191,LSM7
ENSG00000130479,Up-Down-Down,0.5785,MAP1S
ENSG00000130513,Up-Up-Down,0.5216,GDF15
ENSG00000130589,Up-Down-Down,0.5416,HELZ2
ENSG00000130702,Up-Down-Down,0.9148,LAMA5
ENSG00000130748,Up-Down-Down,0.5072,TMEM160
ENSG00000131016,Up-Up-Down,0.5414,AKAP12
ENSG00000131435,Up-Down-Down,0.5539,PDLIM4
ENSG00000131584,Up-Down-Down,0.6133,ACAP3
ENSG00000131591,Up-Down-Down,0.5242,C1orf159
ENSG00000131747,Down-Down-Up,0.512,TOP2A
ENSG00000132005,Up-Down-Down,0.5057,RFX1
ENSG00000132485,Down-Up-Down,0.5007,ZRANB2
ENSG00000132589,Down-Down-Up,0.5015,FLOT2
ENSG00000133275,Up-Down-Down,0.5193,CSNK1G2
ENSG00000133321,Down-Down-Up,0.5829,RARRES3
ENSG00000133657,Down-Up-Down,0.5005,ATP13A3
ENSG00000133731,Down-Up-Down,0.5821,IMPA1
ENSG00000134049,Down-Up-Down,0.6006,IER3IP1
ENSG00000134291,Down-Down-Up,0.5031,TMEM106C
ENSG00000134352,Down-Up-Down,0.7076,IL6ST
ENSG00000134363,Up-Up-Down,0.6911,FST
ENSG00000134970,Down-Up-Down,0.5138,TMED7
ENSG00000135069,Down-Down-Up,0.778,PSAT1
ENSG00000135968,Down-Up-Down,0.6011,GCC2
ENSG00000136051,Down-Up-Down,0.721,WASHC4
ENSG00000136603,Down-Up-Down,0.5547,SKIL
ENSG00000138182,Down-Up-Down,0.816,KIF20B
ENSG00000138385,Down-Up-Down,0.5693,SSB
ENSG00000138675,Down-Up-Down,0.5629,FGF5
ENSG00000138709,Down-Up-Down,0.5498,LARP1B
ENSG00000138778,Down-Up-Down,0.9041,CENPE
ENSG00000138796,Down-Down-Up,0.5809,HADH
ENSG00000138834,Up-Down-Down,0.5476,MAPK8IP3
ENSG00000139163,Down-Up-Down,0.6744,ETNK1
ENSG00000139826,Down-Up-Down,0.5656,ABHD13
ENSG00000139921,Down-Up-Down,0.5303,TMX1
ENSG00000141446,Down-Up-Down,0.6071,ESCO1
ENSG00000141682,Down-Up-Down,0.6364,PMAIP1
ENSG00000142655,Up-Down-Down,0.5369,PEX14
ENSG00000142798,Up-Down-Down,0.5067,HSPG2
ENSG00000143353,Down-Up-Down,0.5005,LYPLAL1
ENSG00000143476,Down-Down-Up,0.543,DTL
ENSG00000144366,Down-Up-Down,0.5865,GULP1
ENSG00000144426,Down-Up-Down,0.5487,NBEAL1
ENSG00000144674,Down-Up-Down,0.5283,GOLGA4
ENSG00000144747,Down-Up-Down,0.5422,TMF1
ENSG00000144802,Up-Up-Down,0.5937,NFKBIZ
ENSG00000145390,Down-Up-Down,0.5385,USP53
ENSG00000145632,Up-Up-Down,0.5012,PLK2
ENSG00000145734,Down-Up-Down,0.537,BDP1
ENSG00000145782,Down-Up-Down,0.521,ATG12
ENSG00000145833,Down-Up-Down,0.5309,DDX46
ENSG00000146247,Down-Up-Down,0.5408,PHIP
ENSG00000146674,Up-Up-Down,0.5235,IGFBP3
ENSG00000146678,Up-Up-Down,0.5454,IGFBP1
ENSG00000146757,Down-Up-Down,0.6015,ZNF92
ENSG00000147162,Up-Up-Down,0.5092,OGT
ENSG00000148926,Up-Up-Down,0.6641,ADM
ENSG00000148943,Down-Up-Down,0.6246,LIN7C
ENSG00000149212,Down-Up-Down,0.5181,SESN3
ENSG00000149503,Down-Down-Up,0.5264,INCENP
ENSG00000149636,Down-Down-Up,0.5413,DSN1
ENSG00000151012,Down-Up-Down,0.766,SLC7A11
ENSG00000151014,Up-Up-Down,0.5858,NOCT
ENSG00000151151,Down-Up-Down,0.5993,IPMK
ENSG00000151239,Down-Up-Down,0.6155,TWF1
ENSG00000151835,Down-Up-Down,0.7115,SACS
ENSG00000152082,Up-Down-Down,0.5594,MZT2B
ENSG00000153037,Down-Up-Down,0.5515,SRP19
ENSG00000153292,Up-Up-Down,0.5411,ADGRF1
ENSG00000153922,Down-Up-Down,0.6349,CHD1
ENSG00000154727,Down-Up-Down,0.5638,GABPA
ENSG00000155304,Down-Up-Down,0.5696,HSPA13
ENSG00000155957,Down-Up-Down,0.5203,TMBIM4
ENSG00000156171,Down-Up-Down,0.6137,DRAM2
ENSG00000156273,Down-Up-Down,0.5237,BACH1
ENSG00000156384,Down-Up-Down,0.527,SFR1
ENSG00000157181,Down-Up-Down,0.5144,ODR4
ENSG00000160113,Up-Down-Down,0.5107,NR2F6
ENSG00000160949,Up-Down-Down,0.5802,TONSL
ENSG00000160957,Up-Down-Down,0.6163,RECQL4
ENSG00000160972,Up-Down-Down,0.6343,PPP1R16A
ENSG00000161010,Up-Up-Down,0.627,MRNIP
ENSG00000161011,Up-Up-Down,0.5971,SQSTM1
ENSG00000161677,Up-Down-Down,0.5289,JOSD2
ENSG00000161912,Up-Up-Down,0.606,ADCY10P1
ENSG00000161996,Up-Down-Down,0.6247,WDR90
ENSG00000162063,Down-Down-Up,0.5944,CCNF
ENSG00000162231,Up-Up-Down,0.5005,NXF1
ENSG00000162572,Up-Down-Down,0.6544,SCNN1D
ENSG00000162604,Down-Up-Down,0.6573,TM2D1
ENSG00000162616,Down-Up-Down,0.5193,DNAJB4
ENSG00000163319,Up-Down-Down,0.5163,MRPS18C
ENSG00000163535,Down-Up-Down,0.6457,SGO2
ENSG00000163661,Up-Up-Down,0.6097,PTX3
ENSG00000163683,Down-Up-Down,0.5217,SMIM14
ENSG00000163738,Down-Up-Down,0.6193,MTHFD2L
ENSG00000163808,Down-Down-Up,0.5525,KIF15
ENSG00000164023,Down-Up-Down,0.5753,SGMS2
ENSG00000164031,Down-Up-Down,0.5933,DNAJB14
ENSG00000164114,Down-Up-Down,0.6192,MAP9
ENSG00000164163,Down-Up-Down,0.5195,ABCE1
ENSG00000164211,Down-Up-Down,0.5188,STARD4
ENSG00000164219,Down-Up-Down,0.5778,PGGT1B
ENSG00000164221,Down-Up-Down,0.5686,CCDC112
ENSG00000164327,Down-Up-Down,0.5755,RICTOR
ENSG00000164442,Up-Up-Down,0.5256,CITED2
ENSG00000165304,Down-Down-Up,0.6484,MELK
ENSG00000165389,Down-Up-Down,0.5289,SPTSSA
ENSG00000165494,Up-Up-Down,0.5064,PCF11
ENSG00000165732,Down-Up-Down,0.5,DDX21
ENSG00000165813,Down-Up-Down,0.8358,CCDC186
ENSG00000165997,Down-Up-Down,0.838,ARL5B
ENSG00000166012,Up-Up-Down,0.5041,TAF1D
ENSG00000166130,Down-Up-Down,0.62,IKBIP
ENSG00000167543,Up-Down-Down,0.5652,TP53I13
ENSG00000167615,Up-Down-Down,0.5957,LENG8
ENSG00000167657,Up-Down-Down,0.5025,DAPK3
ENSG00000167880,Up-Down-Down,0.5902,EVPL
ENSG00000167962,Up-Down-Down,0.607,ZNF598
ENSG00000167967,Up-Down-Down,0.6282,E4F1
ENSG00000167996,Up-Down-Down,0.6094,FTH1
ENSG00000168061,Up-Down-Down,0.5128,SAC3D1
ENSG00000168275,Down-Up-Down,0.5536,COA6
ENSG00000168496,Down-Down-Up,0.5388,FEN1
ENSG00000169359,Down-Up-Down,0.6128,SLC33A1
ENSG00000169660,Up-Down-Down,0.5364,HEXDC
ENSG00000169715,Up-Down-Up,0.6318,MT1E
ENSG00000169914,Up-Up-Down,0.5002,OTUD3
ENSG00000170540,Down-Down-Up,0.5669,ARL6IP1
ENSG00000170638,Up-Down-Down,0.7005,TRABD
ENSG00000170955,Up-Down-Down,0.5083,CAVIN3
ENSG00000171848,Down-Down-Up,0.6131,RRM2
ENSG00000173041,Down-Up-Down,0.5036,ZNF680
ENSG00000173230,Down-Up-Down,0.5406,GOLGB1
ENSG00000173334,Up-Up-Down,0.5186,TRIB1
ENSG00000173432,Up-Up-Down,0.5367,SAA1
ENSG00000173530,Up-Up-Down,0.5632,TNFRSF10D
ENSG00000173542,Down-Up-Down,0.6698,MOB1B
ENSG00000173559,Up-Up-Down,0.7106,NABP1
ENSG00000174695,Down-Up-Down,0.5409,TMEM167A
ENSG00000174718,Down-Up-Down,0.5557,KIAA1551
ENSG00000174749,Down-Up-Down,0.5258,FAM241A
ENSG00000174799,Down-Up-Down,0.6382,CEP135
ENSG00000175063,Down-Down-Up,0.7635,UBE2C
ENSG00000175105,Down-Up-Down,0.5652,ZNF654
ENSG00000175221,Up-Down-Down,0.519,MED16
ENSG00000175602,Up-Down-Down,0.6072,CCDC85B
ENSG00000175701,Up-Down-Down,0.5095,MTLN
ENSG00000176018,Down-Up-Down,0.7016,LYSMD3
ENSG00000176697,Up-Up-Down,0.5446,BDNF
ENSG00000176890,Down-Down-Up,0.5556,TYMS
ENSG00000176978,Up-Down-Down,0.5351,DPP7
ENSG00000177034,Down-Up-Down,0.5223,MTX3
ENSG00000177106,Up-Down-Down,0.5879,EPS8L2
ENSG00000177409,Down-Up-Down,0.6056,SAMD9L
ENSG00000177600,Up-Down-Down,0.581,RPLP2
ENSG00000177683,Down-Up-Down,0.529,THAP5
ENSG00000177853,Down-Up-Down,0.6487,ZNF518A
ENSG00000177888,Down-Up-Down,0.7564,ZBTB41
ENSG00000178038,Up-Up-Down,0.5854,ALS2CL
ENSG00000178209,Up-Down-Down,0.6026,PLEC
ENSG00000178605,Up-Down-Down,0.591,GTPBP6
ENSG00000178607,Up-Up-Down,0.5201,ERN1
ENSG00000178726,Up-Up-Down,0.5696,THBD
ENSG00000178922,Up-Down-Down,0.5057,HYI
ENSG00000179085,Up-Down-Down,0.5229,DPM3
ENSG00000179218,Up-Down-Up,0.5,CALR
ENSG00000179532,Up-Up-Down,0.5159,DNHD1
ENSG00000179630,Down-Up-Down,0.5613,LACC1
ENSG00000180008,Down-Up-Down,0.5971,SOCS4
ENSG00000180340,Up-Down-Down,0.5672,FZD2
ENSG00000180448,Up-Down-Down,0.609,ARHGAP45
ENSG00000180628,Down-Up-Down,0.5041,PCGF5
ENSG00000181019,Down-Up-Down,0.5222,NQO1
ENSG00000181450,Down-Up-Down,0.5185,ZNF678
ENSG00000182087,Up-Down-Down,0.569,TMEM259
ENSG00000182287,Down-Up-Down,0.5289,AP1S2
ENSG00000182481,Down-Down-Up,0.7121,KPNA2
ENSG00000183291,Down-Up-Down,0.5,SELENOF
ENSG00000183808,Down-Up-Down,0.5708,RBM12B
ENSG00000184292,Up-Up-Down,0.7412,TACSTD2
ENSG00000184990,Up-Down-Down,0.6025,SIVA1
ENSG00000185022,Up-Up-Down,0.5625,MAFF
ENSG00000185504,Up-Down-Down,0.5425,FAAP100
ENSG00000185567,Up-Up-Down,0.5017,AHNAK2
ENSG00000185658,Down-Up-Down,0.5381,BRWD1
ENSG00000185862,Down-Up-Down,0.5174,EVI2B
ENSG00000185947,Down-Up-Down,0.5347,ZNF267
ENSG00000187531,Up-Up-Down,0.5504,SIRT7
ENSG00000187608,Up-Down-Down,0.5435,ISG15
ENSG00000187961,Up-Down-Down,0.6001,KLHL17
ENSG00000188157,Up-Down-Down,0.587,AGRN
ENSG00000188738,Down-Up-Down,0.5774,FSIP2
ENSG00000188994,Down-Up-Down,0.5726,ZNF292
ENSG00000189057,Down-Down-Down,0.5131,FAM111B
ENSG00000196233,Down-Up-Down,0.5684,LCOR
ENSG00000196352,Up-Up-Down,0.6097,CD55
ENSG00000196428,Up-Up-Down,0.5143,TSC22D2
ENSG00000196611,Up-Up-Down,0.6284,MMP1
ENSG00000196739,Up-Up-Down,0.532,COL27A1
ENSG00000196754,Up-Down-Up,0.5099,S100A2
ENSG00000196756,Up-Up-Down,0.67,SNHG17
ENSG00000196923,Up-Down-Down,0.5026,PDLIM7
ENSG00000196937,Down-Up-Down,0.6488,FAM3C
ENSG00000197070,Up-Down-Down,0.6036,ARRDC1
ENSG00000197121,Down-Up-Down,0.5272,PGAP1
ENSG00000197372,Down-Up-Down,0.517,ZNF675
ENSG00000197530,Up-Down-Down,0.6076,MIB2
ENSG00000197601,Down-Up-Down,0.5172,FAR1
ENSG00000197608,Up-Up-Down,0.6483,ZNF841
ENSG00000197961,Up-Up-Down,0.6323,ZNF121
ENSG00000197969,Down-Up-Down,0.5782,VPS13A
ENSG00000197976,Up-Up-Down,0.5825,AKAP17A
ENSG00000198087,Down-Up-Down,0.6793,CD2AP
ENSG00000198142,Down-Up-Down,0.5688,SOWAHC
ENSG00000198707,Down-Up-Down,0.6344,CEP290
ENSG00000198743,Down-Up-Down,0.5271,SLC5A3
ENSG00000198753,Up-Down-Down,0.7515,PLXNB3
ENSG00000198830,Up-Down-Down,0.5687,HMGN2
ENSG00000198856,Down-Up-Down,0.7004,OSTC
ENSG00000198862,Down-Up-Down,0.553,LTN1
ENSG00000198887,Down-Up-Down,0.6615,SMC5
ENSG00000203668,Down-Up-Down,0.6596,CHML
ENSG00000204370,Down-Up-Down,0.512,SDHD
ENSG00000204634,Up-Up-Down,0.5078,TBC1D8
ENSG00000204899,Down-Up-Down,0.6571,MZT1
ENSG00000205413,Down-Up-Down,0.5449,SAMD9
ENSG00000206503,Down-Up-Down,0.6029,HLA-A
ENSG00000206573,Up-Up-Down,0.6989,THUMPD3-AS1
ENSG00000211450,Up-Down-Down,0.6458,SELENOH
ENSG00000213015,Up-Down-Down,0.5185,ZNF580
ENSG00000213096,Down-Up-Down,0.5153,ZNF254
ENSG00000215908,Up-Down-Down,0.5704,CROCCP2
ENSG00000221829,Down-Down-Up,0.5312,FANCG
ENSG00000223547,Up-Up-Down,0.5013,ZNF844
ENSG00000223959,Up-Down-Down,0.5245,AFG3L1P
ENSG00000225630,Up-Up-Down,0.7807,MTND2P28
ENSG00000229117,Up-Down-Down,0.5906,RPL41
ENSG00000231721,Up-Up-Down,0.5304,LINC-PINT
ENSG00000232956,Up-Up-Down,0.5135,SNHG15
ENSG00000237765,Down-Up-Down,0.5813,FAM200B
ENSG00000242498,Down-Down-Up,0.5178,ARPIN
ENSG00000243449,Up-Down-Down,0.6319,C4orf48
ENSG00000244879,Up-Up-Down,0.7648,GABPB1-AS1
ENSG00000245532,Up-Up-Down,0.9994,NEAT1
ENSG00000247627,Up-Up-Down,0.8997,MTND4P12
ENSG00000248527,Up-Up-Down,0.5,MTATP6P1
ENSG00000251562,Up-Up-Down,0.9775,MALAT1
ENSG00000253738,Down-Up-Down,0.5233,OTUD6B-AS1
ENSG00000254004,Down-Up-Down,0.5779,ZNF260
ENSG00000256087,Up-Up-Down,0.6546,ZNF432
ENSG00000257621,Up-Up-Down,0.5565,PSMA3-AS1
ENSG00000269821,Up-Up-Down,0.6663,KCNQ1OT1
ENSG00000270069,Up-Up-Down,0.5342,MIR222HG
ENSG00000276550,Up-Down-Down,0.5518,HERC2P2
