ensembl_id,most_likely_path,max_PP,gene_symbol
ENSG00000172932,Up-Down-Up,0.5753,ANKRD13D
ENSG00000173153,Up-Down-Up,0.5584,ESRRA
ENSG00000173156,Up-Down-Up,0.5836,RHOD
ENSG00000173272,Up-Down-Up,0.5365,MZT2A
ENSG00000173465,Up-Down-Up,0.5113,SSSCA1
ENSG00000173473,Down-Up-Down,0.5015,SMARCC1
ENSG00000173598,Down-Up-Down,0.5624,NUDT4
ENSG00000173905,Down-Up-Down,0.5012,GOLIM4
ENSG00000173915,Down-Down-Up,0.5172,ATP5MD
ENSG00000174749,Down-Up-Down,0.5016,FAM241A
ENSG00000174780,Down-Up-Down,0.5,SRP72
ENSG00000174851,Up-Down-Up,0.6594,YIF1A
ENSG00000174886,Up-Down-Up,0.5103,NDUFA11
ENSG00000174891,Down-Up-Down,0.509,RSRC1
ENSG00000174917,Up-Down-Up,0.5511,C19orf70
ENSG00000175061,Down-Down-Up,0.5001,LRRC75A-AS1
ENSG00000175105,Down-Up-Down,0.5126,ZNF654
ENSG00000175221,Up-Down-Up,0.5117,MED16
ENSG00000175305,Down-Down-Down,0.5176,CCNE2
ENSG00000175550,Up-Up-Down,0.6643,DRAP1
ENSG00000175573,Up-Down-Up,0.5866,C11orf68
ENSG00000175582,Down-Up-Down,0.5002,RAB6A
ENSG00000175756,Up-Down-Up,0.5239,AURKAIP1
ENSG00000175866,Up-Down-Up,0.5781,BAIAP2
ENSG00000176018,Down-Up-Down,0.5824,LYSMD3
ENSG00000176155,Up-Down-Up,0.6436,CCDC57
ENSG00000176619,Up-Up-Down,0.5001,LMNB2
ENSG00000176697,Down-Up-Down,0.5454,BDNF
ENSG00000176978,Up-Down-Up,0.6186,DPP7
ENSG00000177106,Up-Down-Up,0.5273,EPS8L2
ENSG00000177427,Up-Down-Up,0.5146,MIEF2
ENSG00000177595,Up-Down-Up,0.5261,PIDD1
ENSG00000177666,Up-Down-Up,0.5982,PNPLA2
ENSG00000177700,Up-Down-Up,0.715,POLR2L
ENSG00000177728,Up-Down-Up,0.5173,TMEM94
ENSG00000177943,Up-Down-Up,0.5735,MAMDC4
ENSG00000178038,Up-Down-Up,0.6299,ALS2CL
ENSG00000178105,Down-Up-Down,0.5152,DDX10
ENSG00000178188,Up-Down-Up,0.5332,SH2B1
ENSG00000178685,Up-Down-Up,0.6594,PARP10
ENSG00000178719,Up-Down-Up,0.5674,GRINA
ENSG00000178896,Up-Down-Up,0.5321,EXOSC4
ENSG00000178950,Up-Down-Up,0.5223,GAK
ENSG00000178971,Down-Down-Up,0.5195,CTC1
ENSG00000179085,Up-Down-Up,0.5018,DPM3
ENSG00000179364,Up-Down-Up,0.6155,PACS2
ENSG00000179630,Down-Up-Down,0.5705,LACC1
ENSG00000179832,Up-Down-Up,0.5198,MROH1
ENSG00000179950,Up-Down-Up,0.5651,PUF60
ENSG00000179958,Down-Down-Up,0.5615,DCTPP1
ENSG00000180185,Down-Up-Down,0.5098,FAHD1
ENSG00000180448,Up-Down-Up,0.5052,ARHGAP45
ENSG00000180879,Up-Down-Up,0.538,SSR4
ENSG00000182010,Down-Up-Down,0.5089,RTKN2
ENSG00000182095,Up-Up-Down,0.6162,TNRC18
ENSG00000182154,Up-Down-Up,0.5654,MRPL41
ENSG00000182158,Down-Up-Down,0.8646,CREB3L2
ENSG00000182325,Up-Down-Up,0.5026,FBXL6
ENSG00000182774,Down-Down-Up,0.5017,RPS17
ENSG00000182827,Down-Up-Down,0.5317,ACBD3
ENSG00000183010,Up-Down-Up,0.6025,PYCR1
ENSG00000183011,Up-Down-Up,0.5415,NAA38
ENSG00000183018,Up-Down-Up,0.6938,SPNS2
ENSG00000183087,Up-Down-Up,0.76,GAS6
ENSG00000183873,Up-Down-Up,0.5741,SCN5A
ENSG00000184207,Up-Down-Up,0.5517,PGP
ENSG00000184281,Up-Down-Up,0.5027,TSSC4
ENSG00000184990,Up-Down-Up,0.7843,SIVA1
ENSG00000185022,Down-Up-Down,0.5263,MAFF
ENSG00000185122,Up-Down-Up,0.6063,HSF1
ENSG00000185189,Up-Down-Up,0.5972,NRBP2
ENSG00000185215,Up-Down-Up,0.6978,TNFAIP2
ENSG00000185324,Up-Down-Up,0.667,CDK10
ENSG00000185504,Up-Down-Up,0.6302,FAAP100
ENSG00000185813,Up-Down-Up,0.5436,PCYT2
ENSG00000185862,Down-Up-Down,0.6187,EVI2B
ENSG00000186111,Up-Down-Up,0.5255,PIP5K1C
ENSG00000186834,Up-Up-Down,0.5148,HEXIM1
ENSG00000187954,Up-Down-Up,0.7311,CYHR1
ENSG00000187961,Up-Down-Up,0.6552,KLHL17
ENSG00000188130,Up-Down-Up,0.6829,MAPK12
ENSG00000188243,Down-Down-Up,0.5237,COMMD6
ENSG00000188566,Up-Down-Up,0.6221,NDOR1
ENSG00000189057,Down-Down-Down,0.5416,FAM111B
ENSG00000189319,Up-Down-Up,0.5404,FAM53B
ENSG00000189410,Up-Down-Up,0.5779,SH2D5
ENSG00000196230,Down-Up-Down,0.5024,TUBB
ENSG00000196576,Up-Down-Up,0.506,PLXNB2
ENSG00000196642,Up-Down-Up,0.5579,RABL6
ENSG00000196655,Down-Down-Up,0.5022,TRAPPC4
ENSG00000196923,Up-Down-Up,0.5451,PDLIM7
ENSG00000197070,Up-Down-Up,0.5803,ARRDC1
ENSG00000197111,Down-Down-Up,0.5111,PCBP2
ENSG00000197119,Up-Down-Up,0.5685,SLC25A29
ENSG00000197136,Up-Down-Up,0.5759,PCNX3
ENSG00000197150,Up-Down-Up,0.6028,ABCB8
ENSG00000197457,Up-Down-Up,0.5396,STMN3
ENSG00000197785,Up-Down-Up,0.5033,ATAD3A
ENSG00000197858,Up-Down-Up,0.6591,GPAA1
ENSG00000197912,Up-Down-Up,0.5582,SPG7
ENSG00000197956,Up-Down-Up,0.5089,S100A6
ENSG00000198026,Up-Down-Up,0.5098,ZNF335
ENSG00000198042,Down-Up-Down,0.5645,MAK16
ENSG00000198089,Up-Down-Up,0.654,SFI1
ENSG00000198121,Down-Up-Down,0.5043,LPAR1
ENSG00000198157,Down-Up-Down,0.5132,HMGN5
ENSG00000198171,Up-Up-Down,0.5764,DDRGK1
ENSG00000198431,Down-Up-Down,0.9997,TXNRD1
ENSG00000198604,Down-Up-Down,0.506,BAZ1A
ENSG00000198707,Down-Up-Down,0.7451,CEP290
ENSG00000198730,Down-Up-Down,0.5003,CTR9
ENSG00000198753,Up-Down-Up,0.6158,PLXNB3
ENSG00000198755,Up-Down-Up,0.5003,RPL10A
ENSG00000198805,Down-Down-Up,0.5085,PNP
ENSG00000198830,Up-Up-Down,0.8388,HMGN2
ENSG00000198900,Down-Up-Down,0.5026,TOP1
ENSG00000198931,Up-Down-Up,0.5602,APRT
ENSG00000204104,Down-Up-Down,0.5286,TRAF3IP1
ENSG00000204120,Down-Up-Down,0.5646,GIGYF2
ENSG00000204209,Down-Up-Down,0.5352,DAXX
ENSG00000204628,Down-Down-Up,0.5,RACK1
ENSG00000205356,Up-Down-Up,0.5372,TECPR1
ENSG00000205531,Down-Up-Down,0.5574,NAP1L4
ENSG00000205544,Down-Down-Up,0.5529,TMEM256
ENSG00000206503,Up-Down-Down,0.9075,HLA-A
ENSG00000213339,Up-Down-Up,0.6686,QTRT1
ENSG00000213465,Up-Down-Up,0.5108,ARL2
ENSG00000213741,Down-Down-Up,0.5378,RPS29
ENSG00000213903,Up-Down-Up,0.5826,LTB4R
ENSG00000213930,Down-Down-Up,0.5078,GALT
ENSG00000214063,Up-Down-Up,0.5075,TSPAN4
ENSG00000214367,Down-Up-Down,0.5074,HAUS3
ENSG00000214655,Up-Down-Up,0.5045,ZSWIM8
ENSG00000215908,Up-Down-Up,0.5581,CROCCP2
ENSG00000224051,Up-Down-Up,0.5386,CPTP
ENSG00000225630,Down-Down-Up,0.5205,MTND2P28
ENSG00000225697,Up-Down-Up,0.5397,SLC26A6
ENSG00000228232,Down-Down-Up,0.5242,GAPDHP1
ENSG00000228300,Up-Down-Up,0.5174,C19orf24
ENSG00000228716,Down-Up-Down,0.5433,DHFR
ENSG00000229644,Down-Up-Down,0.5517,NAMPTP1
ENSG00000230629,Down-Down-Up,0.5158,RPS23P8
ENSG00000232956,Down-Down-Up,0.5053,SNHG15
ENSG00000233016,Up-Down-Up,0.6495,SNHG7
ENSG00000233276,Up-Down-Up,0.5517,GPX1
ENSG00000237973,Down-Up-Up,0.6453,MTCO1P12
ENSG00000242802,Up-Down-Up,0.5351,AP5Z1
ENSG00000247596,Up-Down-Up,0.5215,TWF2
ENSG00000248527,Down-Down-Up,0.5978,MTATP6P1
ENSG00000249353,Down-Up-Down,0.5009,NPM1P27
ENSG00000254470,Up-Down-Up,0.5247,AP5B1
ENSG00000261236,Up-Down-Up,0.5078,BOP1
ENSG00000262919,Up-Down-Up,0.5411,CCNQ
ENSG00000270647,Down-Up-Down,0.5034,TAF15
ENSG00000275342,Up-Down-Up,0.5513,PRAG1
ENSG00000277443,Down-Up-Down,0.5021,MARCKS
